,Product_url,Product_name,Product_price,Ratings,Number of reviews
4886,/Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X/ref=sxin_25_trfob_7_B07CXXYQ5X?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07CXXYQ5X&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,,599,4.1 out of 5 stars,"9,226"
4887,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-14,,699,4.3 out of 5 stars,"2,184"
4888,/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-15,,377,4.3 out of 5 stars,"4,878"
4889,/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-16,,312.,4.0 out of 5 stars,"8,758"
4890,/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-17,,615,3.9 out of 5 stars,"7,579"
4891,/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-18,,495,3.7 out of 5 stars,"2,127"
4892,/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-19,,"1,039",5.0 out of 5 stars,"5,790"
4893,/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-20,,"1,201",4.3 out of 5 stars,495
4894,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYnRmOjIwMDk3Nzk2NjI5NDk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R563J3T%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,399,3.8 out of 5 stars,"7,643"
4895,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYnRmOjIwMTA3NTk1NzIyMzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,399,3.9 out of 5 stars,145
4896,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYXRmOjIwMTE2Njk3MTgxNzk4OjowOjo&url=%2FTabelito%25C2%25AE-Waterproof-Backpack-Business-Compatible%2Fdp%2FB0BML78XD8%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,288,4.2 out of 5 stars,38
4897,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,295,4.2 out of 5 stars,684
4898,/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-3,,399,4.2 out of 5 stars,"51,370"
4899,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-4,,539,4.0 out of 5 stars,"9,226"
4900,/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-5,,579,4.0 out of 5 stars,462
4901,/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-6,,288,4.3 out of 5 stars,"2,659"
4902,/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-7,,288,4.2 out of 5 stars,"3,368"
4903,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-8,,288,4.0 out of 5 stars,"5,318"
4904,/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-9,,565,4.0 out of 5 stars,"12,103"
4905,/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-10,,699,4.0 out of 5 stars,"4,396"
4906,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfbXRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,"1,247",4.3 out of 5 stars,"14,911"
4907,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfbXRmOjIwMTE0NjA4MDA3NDk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQJLHLXZ%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,899,3.9 out of 5 stars,33
4908,/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-13,,839,4.3 out of 5 stars,1
4909,/Kuber-Industries-Handcrafted-Embroidered-Handbag/dp/B082VDVJGM/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082VDVJGM&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082VDVJGM&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=5YrPD&pd_rd_wg=GPXyg&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-1-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,,849,3.9 out of 5 stars,"6,317"
4910,/Fiesto-Fashion-Womens-Handbag-FIESTO33_Blue/dp/B082Z33ZDS/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B082Z33ZDS&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B082Z33ZDS&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=5YrPD&pd_rd_wg=GPXyg&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-2-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,,999,4.2 out of 5 stars,472
4911,/ADISA-women-girls-black-embroided/dp/B08RWBP3H2/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B08RWBP3H2&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B08RWBP3H2&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=5YrPD&pd_rd_wg=GPXyg&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-3-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,,"1,448",3.9 out of 5 stars,"4,073"
4912,/Lapis-Lupo-Flower-Embroidery-Handbag/dp/B07RXYSJHF/ref=sxin_24?asc_contentid=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&asc_contenttype=article&ascsubtag=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&content-id=amzn1.sym.feb2b32b-0085-4665-973c-36b431684408%3Aamzn1.sym.feb2b32b-0085-4665-973c-36b431684408&creativeASIN=B07RXYSJHF&crid=2M096C61O4MLT&cv_ct_cx=bags&cv_ct_id=amzn1.osa.0538446c-4d65-4d18-896a-0a51a79ab27a.A21TJRUUN4KGV.en_IN&cv_ct_pg=search&cv_ct_we=asin&cv_ct_wn=osp-single-source-pecos-desktop&keywords=bags&linkCode=oas&pd_rd_i=B07RXYSJHF&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=5YrPD&pd_rd_wg=GPXyg&pf_rd_p=feb2b32b-0085-4665-973c-36b431684408&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-4-c84eb971-91f2-4a4d-acce-811265c24254&tag=idivaosp-21,,"1,424",4.0 out of 5 stars,"1,412"
4913,/Blue-Tree-Backpack-Cartoon-Spiderman/dp/B097NH6X4C/ref=sxin_25_trfob_0_B097NH6X4C?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B097NH6X4C&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-1-cc7a04fe-cc55-42ad-b883-1b910070c86a,,"12,399",4.2 out of 5 stars,"3,600"
4914,/School-Backpack-Cartoon-Travel-Toddler/dp/B08WWG91Q3/ref=sxin_25_trfob_1_B08WWG91Q3?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B08WWG91Q3&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-2-cc7a04fe-cc55-42ad-b883-1b910070c86a,,"5,590.",4.3 out of 5 stars,7
4915,/Blue-Tree-Velvet-Spiderman-School/dp/B07HLYW3FF/ref=sxin_25_trfob_2_B07HLYW3FF?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07HLYW3FF&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-3-cc7a04fe-cc55-42ad-b883-1b910070c86a,,"5,590.",4.6 out of 5 stars,4
4916,/MosQuick%C2%AE-Drawstring-Organizing-Stationery-multipurpose/dp/B09SB5DP5Y/ref=sxin_25_trfob_3_B09SB5DP5Y?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09SB5DP5Y&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-4-cc7a04fe-cc55-42ad-b883-1b910070c86a,,"5,590.",4 Stars & Up,"1,044"
4917,/Amazon-Brand-Solimo-so_flingyrqba_6-Gym/dp/B084DQ182R/ref=sxin_25_trfob_4_B084DQ182R?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B084DQ182R&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-5-cc7a04fe-cc55-42ad-b883-1b910070c86a,,599,3 Stars & Up,46
4918,/Backpack-Toddler-Animal-Cartoon-Travel/dp/B09H3H3898/ref=sxin_25_trfob_5_B09H3H3898?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B09H3H3898&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-6-cc7a04fe-cc55-42ad-b883-1b910070c86a,,998,2 Stars & Up,93
4919,/Backpack-Toddler-Animal-Cartoon-Red-Stawberry/dp/B089WFG3BK/ref=sxin_25_trfob_6_B089WFG3BK?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B089WFG3BK&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-7-cc7a04fe-cc55-42ad-b883-1b910070c86a,,"1,299",1 Star & Up,61
4920,/Blue-Tree-Synthetic-Cartton-Minnie/dp/B07CXXYQ5X/ref=sxin_25_trfob_7_B07CXXYQ5X?content-id=amzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee%3Aamzn1.sym.663389f5-ce48-431d-bf46-d5a988f9fcee&crid=2M096C61O4MLT&cv_ct_cx=bags&keywords=bags&pd_rd_i=B07CXXYQ5X&pd_rd_r=3643acd1-bdf6-4c30-a547-56f29f42b006&pd_rd_w=uDtrD&pd_rd_wg=GPXyg&pf_rd_p=663389f5-ce48-431d-bf46-d5a988f9fcee&pf_rd_r=T4XCRFA7HT88T39JFQ5W&qid=1675417380&sprefix=ba%2Caps%2C283&sr=1-8-cc7a04fe-cc55-42ad-b883-1b910070c86a,,565,4.9 out of 5 stars,218
4921,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B085S444JV/ref=sr_1_14?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-14,,499,3.9 out of 5 stars,663
4922,/Safari-Backpack-Resistant-Polyester-Travelling/dp/B09B29F66W/ref=sr_1_15?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-15,,225,4.1 out of 5 stars,"9,226"
4923,/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_16?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-16,,669,4.3 out of 5 stars,"2,184"
4924,/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ8FFBZ/ref=sr_1_17?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-17,,889,3.9 out of 5 stars,"4,878"
4925,/Rucksack-Travel-Backpack-Trekking-Compartment/dp/B07YDGQQN5/ref=sr_1_18?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-18,,498,4.5 out of 5 stars,"8,758"
4926,/Half-Moon-Backpack-Compartment-Reflective/dp/B0BJ32LQ6X/ref=sr_1_19?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-19,,349,4.1 out of 5 stars,"7,579"
4927,/Lavie-Sport-Duffle-Luggage-Trolley/dp/B097RJ22Q3/ref=sr_1_20?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-20,,689,4.3 out of 5 stars,"2,127"
4928,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYnRmOjIwMDk3Nzk2NjI5NDk4OjowOjo&url=%2FEUME-Virgo-29Ltr-Laptop-Backpack%2Fdp%2FB08R563J3T%2Fref%3Dsr_1_21_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,599,4.3 out of 5 stars,"5,790"
4929,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYnRmOjIwMTA3NTk1NzIyMzk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB08BYQZYYC%2Fref%3Dsr_1_22_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,,699,4.0 out of 5 stars,495
4930,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYXRmOjIwMTE2Njk3MTgxNzk4OjowOjo&url=%2FTabelito%25C2%25AE-Waterproof-Backpack-Business-Compatible%2Fdp%2FB0BML78XD8%2Fref%3Dsr_1_1_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,377,3.9 out of 5 stars,"7,643"
4931,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfYXRmOjIwMTA0MTQwMjYzNjk4OjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_2_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,,312.,3.7 out of 5 stars,145
4932,/American-Tourister-AMT-SCH-02/dp/B07CJCGM1M/ref=sr_1_3?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-3,,615,5.0 out of 5 stars,38
4933,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B084JGJ8PF/ref=sr_1_4?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-4,,495,4.3 out of 5 stars,684
4934,/ADISA-Laptop-Backpack-Office-College/dp/B09TPX22NF/ref=sr_1_5?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-5,,"1,039",3.8 out of 5 stars,"51,370"
4935,/Skybags-Brat-Black-Casual-Backpack/dp/B08Z1HHHTD/ref=sr_1_6?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-6,,"1,201",3.9 out of 5 stars,"9,226"
4936,/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_7?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-7,,399,4.2 out of 5 stars,462
4937,/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_8?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-8,,399,4.2 out of 5 stars,"2,659"
4938,/Kleider-Travel-Business-Messenger-Shoulder/dp/B084ZHP97M/ref=sr_1_9?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-9,,288,4.2 out of 5 stars,"3,368"
4939,/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_10?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-10,,295,4.0 out of 5 stars,"5,318"
4940,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfbXRmOjIwMDgyMzk3MjEzODk4OjowOjo&url=%2FNORTH-ZONE-backpack-INVALID-DATA_grey%2Fdp%2FB0BH8S9QGH%2Fref%3Dsr_1_11_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,399,4.0 out of 5 stars,"12,103"
4941,/sspa/click?ie=UTF8&spc=MTozMTgzNjYyNzYwMTE4MTk4OjE2NzU0MTczODA6c3BfbXRmOjIwMTE0NjA4MDA3NDk4OjowOjo&url=%2FVOKAN-Laptop-Backpack-Charging-Resistant%2Fdp%2FB0BQJLHLXZ%2Fref%3Dsr_1_12_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1675417380%26sprefix%3Dba%252Caps%252C283%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,,539,4.3 out of 5 stars,"4,396"
4942,/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07XXFB9CZ/ref=sr_1_13?crid=2M096C61O4MLT&keywords=bags&qid=1675417380&sprefix=ba%2Caps%2C283&sr=8-13,,579,4.2 out of 5 stars,"14,911"
